Channel Username,ID,Message,Date
@Shageronlinestore,6190,"💥Anti slip kids shoes 

👉እማያንሸራትት

        ዋጋ:-550ብር

🏢 አድራሻ  👉ቁ.1 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214


👍ለቡ ቅርንጫፍ📲0973611819



     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-01-15 13:21:48+00:00
@Shageronlinestore,6189,"💥 Baby Food Grinder Machine 

🍀 Powerful function features steam, agitation, heating and electronic health
🍀 Save time and energy, it only take you 15 minutes
🍀 Convenient for use. It's no noise, simple, cooking and storing food in one hand
✅#Function: Juicing, stirring, making milkshake, crushing ice, mixing

#Specification:
👉Color: Light Green, 
👉Power: 220V/50Hz
👉Heating power: 300W
👉Mixing power: 120W
👉Capacity: 190ml
👉Use time: 10-15 minutes


              ዋጋ፦6000ብር ✅ 
         

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-15 07:50:03+00:00
@Shageronlinestore,6188,"💥 Baby Food Grinder Machine 

🍀 Powerful function features steam, agitation, heating and electronic health
🍀 Save time and energy, it only take you 15 minutes
🍀 Convenient for use. It's no noise, simple, cooking and storing food in one hand
✅#Function: Juicing, stirring, making milkshake, crushing ice, mixing

#Specification:
👉Color: Light Green, 
👉Power: 220V/50Hz
👉Heating power: 300W
👉Mixing power: 120W
👉Capacity: 190ml
👉Use time: 10-15 minutes


              ዋጋ፦6000ብር ✅ 
         

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-15 07:35:41+00:00
@Shageronlinestore,6187,"💥 Baby Food Grinder Machine 

🍀 Powerful function features steam, agitation, heating and electronic health
🍀 Save time and energy, it only take you 15 minutes
🍀 Convenient for use. It's no noise, simple, cooking and storing food in one hand
✅#Function: Juicing, stirring, making milkshake, crushing ice, mixing

#Specification:
👉Color: Light Green, 
👉Power: 220V/50Hz
👉Heating power: 300W
👉Mixing power: 120W
👉Capacity: 190ml
👉Use time: 10-15 minutes


              ዋጋ፦6000ብር ✅ 
         

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-15 07:35:41+00:00
@Shageronlinestore,6184,"📌🔥🥞🔥 እናት ምጣድ 🔥🥞

⚡️  46 cm ስፋት
⚡️  ሙሉ በሙሉ ዲጂታል
⚡️ ሟሟሸት ማሰስ የማይፈልግ

🧆ለእንጀራ

🍕ለፒዛ 

🫓 ለቆጮ

🥟 ለአንባሻ

🥞ለፓን ኬክ

🥩 ለጥብሳጥብስ

🌮ለቂጣ ዘሮች በሙሉ መዋል ይችላል::

         ዋጋ፦14,000ብር✅

                 

 ♦️ውስን ፍሬ ነው ያለው

🏢 አድራሻ ቁ.1 👉 መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን ፊት ለፊት  #ዛም_ሞል 2ኛ ፎቅ ቢሮ ቁጥር.214

👍ለቡ ቅርንጫፍ📲0973611819


     💧💧💧💧


    📲 0909522840
    📲 0923350054

🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore",2025-01-15 04:54:51+00:00
@Shageronlinestore,6179,"💥 single Set serving acrylic Tray with golden and silver handle

✨ለኬክ,ለፍሩት እና ለተለያዩ ዲዘርት ነገሮች ማቅረቢያ
✨ የማይጫጫር የማይመነችክ ሰርቪሶች
✨acrylic ስለሆነ ቶሎ አይሰበርም
✨እረጅም ጊዜ ውበቱን ጠብቆ የሚቆይ

     ዋጋ:-1100ብር✅✅

❌ዉስን ፍሬ ነው ያለን❌
❌ limited stock❌

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-14 15:03:34+00:00
@Shageronlinestore,6173,"💥3pcs glass food storage jars with ball shaped wood lid

  ⚡️ሶስት የተለያየ መጠን ያላቸው 
  ⚡️ውብ እና ጠንካራ
  ⚡️ለጁስ መጠጫነትም መጠቀም የምንችለው
  ⚡️clear glass jar with sealed cork

      ዋጋ:-2500ብር✅

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-14 10:00:31+00:00
@Shageronlinestore,6172,"💥3pcs glass food storage jars with ball shaped wood lid

  ⚡️ሶስት የተለያየ መጠን ያላቸው 
  ⚡️ውብ እና ጠንካራ
  ⚡️ለጁስ መጠጫነትም መጠቀም የምንችለው
  ⚡️clear glass jar with sealed cork

      ዋጋ:-2500ብር✅

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-14 10:00:01+00:00
@Shageronlinestore,6171,"💥3pcs glass food storage jars with ball shaped wood lid

  ⚡️ሶስት የተለያየ መጠን ያላቸው 
  ⚡️ውብ እና ጠንካራ
  ⚡️ለጁስ መጠጫነትም መጠቀም የምንችለው
  ⚡️clear glass jar with sealed cork

      ዋጋ:-2500ብር✅

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-14 10:00:01+00:00
@Shageronlinestore,6168,"💥wall mounted liquid soap dispenser

👉500ml

         
          ዋጋ:-900 ብር✅

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-14 07:12:35+00:00
@Shageronlinestore,6167,"⚡️Waterproof flexible rubber coating spray

             Orginal💯

✅ለሮቶ፥ለጣሪያ እና ለቧንቧ leakage መጠገኛ

⭐️ለሚፈጠሩብን የፍሳሽ ችግሮች መፍትሄ የሚሰጠን

😏for Pipe Leakage 
😏 for Roof Water Leakage Solution 
🤨 Great for Surface Crack, gutters,concrete,windows,Pipe Rupture,floor tile and more ..

🔖net:-700ml

  ዋጋ፦  💰🏷  1200 ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-13 16:39:43+00:00
@Shageronlinestore,6166,"⚡️ Waterproof flexible rubber coating spray

             Orginal💯

✅ለሮቶ፥ለጣሪያ እና ለቧንቧ leakage መጠገኛ

⭐️ለሚፈጠሩብን የፍሳሽ ችግሮች መፍትሄ የሚሰጠን

😏for Pipe Leakage 
😏 for Roof Water Leakage Solution 
🤨 Great for Surface Crack, gutters,concrete,windows,Pipe Rupture,floor tile and more ..

🔖net:-700ml

  ዋጋ፦  💰🏷  1200 ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-13 16:32:57+00:00
@Shageronlinestore,6165,"#አልቆል_ለተባላችሁ_በድጋሚ_አስገብተናል 
💥Automatic rotating nozzle

👉360° rotating
👉Avariety of patterns,
👉wide range of irrgation
👉 to save time and efficient

       ዋጋ:-600 Birr

🏢 አድራሻ ቁ.1 👉 መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

📍ቁ.2 👉ለቡ  መዳህኒዓለም ቤተ/ክርስቲያን 100ሜ ወደ ሙዚቃ ቤት ከፍ ብሎ  #ዛም_ሞል 2ኛ ፎቅ ቢሮ.ቁ 214


    📲 0909522840
    📲 0923350054

👍ለቡ ቅርንጫፍ📲0973611819


🔖
💬  በTelegram ለማዘዝ ⤵️ ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን⤵️
https://t.me/Shageronlinestore
 ",2025-01-13 08:46:23+00:00
